sample,reading,value
10,14,37620
10,15,37650
10,16,37673
10,17,37654
10,18,37655
10,19,37672
10,20,37677
10,21,37679
10,22,37684
10,23,37698
10,24,37726
10,25,37743
10,26,37756
10,27,37777
10,28,37784
10,29,37814
10,30,37831
10,31,37852
10,32,37871
10,33,37888
10,34,37905
10,35,37911
10,36,37935
10,37,37941
10,38,37956
10,39,37969
10,40,37981
10,41,37987
10,42,37989
10,43,37993
10,44,38006
10,45,38028
10,46,38035
10,47,38039
10,48,38051
10,49,38066
10,50,38066
10,51,38080
10,52,38090
10,53,38093
10,54,38100
10,55,38116
10,56,38121
10,57,38124
10,58,38134
10,59,38152
10,60,38152
10,61,38161
10,62,38170
10,63,38177
10,64,38182
10,65,38180
10,66,38194
10,67,38200
10,68,38208
10,69,38217
10,70,38222
10,71,38217
10,72,38226
10,73,38239
10,74,38242
10,75,38246
10,76,38252
10,77,38261
10,78,38258
10,79,38270
10,80,38272
10,81,38279
10,82,38295
10,83,38294
10,84,38304
10,85,38309
10,86,38316
10,87,38320
10,88,38327
10,89,38338
10,90,38342
10,91,38346
10,92,38353
10,93,38359
10,94,38364
10,95,38367
10,96,38367
10,97,38379
10,98,38376
10,99,38385
10,100,38389
9,1,29305
9,2,29389
9,3,29432
9,4,29457
9,5,29473
9,6,29487
9,7,29494
9,8,29499
9,9,29508
9,10,29508
9,11,29500
9,12,29503
9,13,29505
9,14,29495
9,15,29483
9,16,29487
9,17,29482
9,18,29478
9,19,29476
9,20,29462
9,21,29460
9,22,29447
9,23,29441
9,24,29436
9,25,29431
9,26,29416
9,27,29413
9,28,29409
9,29,29400
9,30,29391
9,31,29384
9,32,29372
9,33,29366
9,34,29352
9,35,29354
9,36,29345
9,37,29332
9,38,29323
9,39,29317
9,40,29299
9,41,29293
9,42,29292
9,43,29280
9,44,29276
9,45,29266
9,46,29255
9,47,29252
9,48,29249
9,49,29239
9,50,29225
9,51,29222
9,52,29209
9,53,29201
9,54,29201
9,55,29190
9,56,29181
9,57,29171
9,58,29169
9,59,29164
9,60,29159
9,61,29155
9,62,29145
9,63,29138
9,64,29133
9,65,29117
9,66,29115
9,67,29108
9,68,29100
9,69,29098
9,70,29093
9,71,29081
9,72,29068
9,73,29062
9,74,29058
9,75,29049
9,76,29043
9,77,29038
9,78,29030
9,79,29023
9,80,29017
9,81,29013
9,82,29009
9,83,29000
9,84,28987
9,85,28986
9,86,28979
9,87,28975
9,88,28973
9,89,28960
9,90,28958
9,91,28944
9,92,28941
9,93,28939
9,94,28927
9,95,28920
9,96,28918
9,97,28918
9,98,28912
9,99,28905
9,100,28896
8,1,27934
8,2,28017
8,3,28060
8,4,28097
8,5,28099
8,6,28094
8,7,28110
8,8,28142
8,9,28193
8,10,28180
8,11,28186
8,12,28213
8,13,28236
8,14,28226
8,15,28224
8,16,28227
8,17,28222
8,18,28219
8,19,28209
8,20,28140
8,21,28102
8,22,28114
8,23,28129
8,24,28135
8,25,28145
8,26,28156
8,27,28181
8,28,28204
8,29,28217
8,30,28232
8,31,28241
8,32,28236
8,33,28234
8,34,28235
8,35,28232
8,36,28228
8,37,28222
8,38,28224
8,39,28220
8,40,28217
8,41,28209
8,42,28210
8,43,28204
8,44,28199
8,45,28203
8,46,28204
8,47,28202
8,48,28198
8,49,28205
8,50,28205
8,51,28199
8,52,28194
8,53,28184
8,54,28172
8,55,28181
8,56,28171
8,57,28168
8,58,28168
8,59,28165
8,60,28165
8,61,28160
8,62,28149
8,63,28163
8,64,28157
8,65,28154
8,66,28147
8,67,28141
8,68,28147
8,69,28138
8,70,28133
8,71,28128
8,72,28128
8,73,28127
8,74,28119
8,75,28118
8,76,28119
8,77,28110
8,78,28111
8,79,28121
8,80,28112
8,81,28102
8,82,28099
8,83,28092
8,84,28092
8,85,28085
8,86,28077
8,87,28080
8,88,28070
8,89,28074
8,90,28072
8,91,28064
8,92,28056
8,93,28053
8,94,28047
8,95,28047
8,96,28046
8,97,28032
8,98,28033
8,99,28029
8,100,28024
7,1,26870
7,2,26822
7,3,26830
7,4,26834
7,5,26824
7,6,26818
7,7,26820
7,8,26852
7,9,26857
7,10,26834
7,11,26823
7,12,26826
7,13,26837
7,14,26833
7,15,26835
7,16,26821
7,17,26810
7,18,26798
7,19,26794
7,20,26785
7,21,26781
7,22,26770
7,23,26765
7,24,26751
7,25,26740
7,26,26722
7,27,26707
7,28,26706
7,29,26694
7,30,26698
7,31,26691
7,32,26675
7,33,26667
7,34,26659
7,35,26648
7,36,26640
7,37,26627
7,38,26615
7,39,26617
7,40,26604
7,41,26598
7,42,26597
7,43,26591
7,44,26570
7,45,26562
7,46,26560
7,47,26554
7,48,26546
7,49,26534
7,50,26537
7,51,26527
7,52,26520
7,53,26505
7,54,26493
7,55,26487
7,56,26478
7,57,26471
7,58,26462
7,59,26458
7,60,26452
7,61,26449
7,62,26443
7,63,26433
7,64,26422
7,65,26420
7,66,26423
7,67,26406
7,68,26393
7,69,26404
7,70,26398
7,71,26385
7,72,26383
7,73,26378
7,74,26366
7,75,26363
7,76,26348
7,77,26349
7,78,26338
7,79,26342
7,80,26338
7,81,26329
7,82,26320
7,83,26312
7,84,26313
7,85,26310
7,86,26299
7,87,26290
7,88,26292
7,89,26286
7,90,26279
7,91,26268
7,92,26268
7,93,26256
7,94,26254
7,95,26249
7,96,26246
7,97,26244
7,98,26232
7,99,26234
7,100,26226
6,1,34039
6,2,34132
6,3,34184
6,4,34222
6,5,34245
6,6,34260
6,7,34261
6,8,34045
6,9,34063
6,10,34127
6,11,34150
6,12,34162
6,13,34170
6,14,34187
6,15,34195
6,16,34209
6,17,34216
6,18,34217
6,19,34226
6,20,34244
6,21,34251
6,22,34265
6,23,34290
6,24,34302
6,25,34309
6,26,34324
6,27,34343
6,28,34351
6,29,34368
6,30,34375
6,31,34387
6,32,34394
6,33,34402
6,34,34416
6,35,34421
6,36,34431
6,37,34445
6,38,34458
6,39,34465
6,40,34475
6,41,34479
6,42,34503
6,43,34515
6,44,34519
6,45,34528
6,46,34540
6,47,34549
6,48,34558
6,49,34561
6,50,34568
6,51,34573
6,52,34581
6,53,34592
6,54,34600
6,55,34608
6,56,34612
6,57,34615
6,58,34628
6,59,34635
6,60,34640
6,61,34649
6,62,34664
6,63,34671
6,64,34673
6,65,34682
6,66,34692
6,67,34697
6,68,34699
6,69,34711
6,70,34723
6,71,34722
6,72,34730
6,73,34725
6,74,34735
6,75,34747
6,76,34751
6,77,34761
6,78,34767
6,79,34775
6,80,34780
6,81,34784
6,82,34791
6,83,34794
6,84,34804
6,85,34818
6,86,34822
6,87,34829
6,88,34824
6,89,34831
6,90,34835
6,91,34849
6,92,34857
6,93,34863
6,94,34871
6,95,34875
6,96,34878
6,97,34889
6,98,34890
6,99,34895
6,100,34902
5,1,97129
5,2,96416
5,3,95910
5,4,95519
5,5,95197
5,6,94944
5,7,94737
5,8,94553
5,9,94415
5,10,94300
5,11,94208
5,12,94139
5,13,94093
5,14,94047
5,15,94024
5,16,93978
5,17,93978
5,18,93955
5,19,93932
5,20,93955
5,21,93955
5,22,93932
5,23,93932
5,24,93955
5,25,93955
5,26,93955
5,27,93955
5,28,93978
5,29,93978
5,30,94001
5,31,94047
5,32,94047
5,33,94070
5,34,94116
5,35,94116
5,36,94139
5,37,94185
5,38,94231
5,39,94231
5,40,94277
5,41,94323
5,42,94346
5,43,94392
5,44,94415
5,45,94461
5,46,94645
5,47,94553
5,48,94599
5,49,94622
5,50,94668
5,51,94714
5,52,94737
5,53,94783
5,54,94806
5,55,94852
5,56,94898
5,57,94921
5,58,94967
5,59,94990
5,60,95036
5,61,95082
5,62,95105
5,63,95151
5,64,95174
5,65,95197
5,66,95243
5,67,95266
5,68,95289
5,69,95312
5,70,95358
5,71,95381
5,72,95404
5,73,95404
5,74,95450
5,75,95473
5,76,95473
5,77,95496
5,78,95519
5,79,95519
5,80,95565
5,81,95565
5,82,95565
5,83,95588
5,84,95588
5,85,95611
5,86,95634
5,87,95634
5,88,95634
5,89,95657
5,90,95657
5,91,95680
5,92,95680
5,93,95703
5,94,95703
5,95,95703
5,96,95703
5,97,95703
5,98,95703
5,99,95726
5,100,95726
4,1,334811
4,2,333661
4,3,332718
4,4,331936
4,5,331177
4,6,330510
4,7,329912
4,8,329337
4,9,328831
4,10,328325
4,11,327865
4,12,327497
4,13,327129
4,14,326784
4,15,326485
4,16,326186
4,17,325956
4,18,325726
4,19,325519
4,20,325358
4,21,325197
4,22,325082
4,23,324944
4,24,324806
4,25,324691
4,26,324599
4,27,324576
4,28,324553
4,29,324507
4,30,324484
4,31,324507
4,32,324461
4,33,324484
4,34,324461
4,35,324461
4,36,324461
4,37,324507
4,38,324530
4,39,324553
4,40,324599
4,41,324622
4,42,324691
4,43,324714
4,44,324760
4,45,324829
4,46,324898
4,47,324921
4,48,324944
4,49,324990
4,50,325013
4,51,325059
4,52,325105
4,53,325105
4,54,325174
4,55,325174
4,56,325197
4,57,325220
4,58,325220
4,59,325243
4,60,325266
4,61,325312
4,62,325312
4,63,325335
4,64,325335
4,65,325312
4,66,325289
4,67,325289
4,68,325289
4,69,325289
4,70,325289
4,71,325289
4,72,325289
4,73,325312
4,74,325312
4,75,325312
4,76,325312
4,77,325289
4,78,325266
4,79,325266
4,80,325243
4,81,325243
4,82,325220
4,83,325220
4,84,325174
4,85,325174
4,86,325151
4,87,325151
4,88,325128
4,89,325105
4,90,325059
4,91,325059
4,92,325036
4,93,324967
4,94,324944
4,95,324921
4,96,324898
4,97,324852
4,98,324829
4,99,324760
4,100,324760
3,1,975223
3,2,972854
3,3,970623
3,4,968760
3,5,966828
3,6,965701
3,7,965103
3,8,963861
3,9,962803
3,10,961699
3,11,960986
3,12,960365
3,13,959468
3,14,958617
3,15,957720
3,16,956754
3,17,955880
3,18,955282
3,19,954477
3,20,953672
3,21,952821
3,22,952108
3,23,951372
3,24,950728
3,25,950107
3,26,949486
3,27,948796
3,28,948198
3,29,947669
3,30,947048
3,31,946496
3,32,945921
3,33,945392
3,34,944817
3,35,944265
3,36,943782
3,37,943253
3,38,942655
3,39,942103
3,40,941620
3,41,941137
3,42,940562
3,43,940079
3,44,939573
3,45,939113
3,46,938630
3,47,938147
3,48,937664
3,49,937204
3,50,936767
3,51,936353
3,52,935824
3,53,935341
3,54,934881
3,55,934444
3,56,934007
3,57,933570
3,58,933225
3,59,932696
3,60,932259
3,61,931776
3,62,931293
3,63,930879
3,64,930488
3,65,930028
3,66,929614
3,67,929177
3,68,928763
3,69,928326
3,70,927889
3,71,927429
3,72,927015
3,73,926624
3,74,926233
3,75,925796
3,76,925313
3,77,925014
3,78,924577
3,79,924186
3,80,923726
3,81,923312
3,82,922990
3,83,922553
3,84,922162
3,85,921725
3,86,921357
3,87,920920
3,88,920552
3,89,920161
3,90,919770
3,91,919379
3,92,919034
3,93,918597
3,94,918183
3,95,917815
3,96,917447
3,97,917010
3,98,916688
3,99,916320
3,100,915929
2,1,1139926
2,2,1136867
2,3,1135165
2,4,1133831
2,5,1132543
2,6,1131186
2,7,1130082
2,8,1128587
2,9,1127299
2,10,1126494
2,11,1125942
2,12,1127989
2,13,1126103
2,14,1124976
2,15,1123941
2,16,1123067
2,17,1122124
2,18,1121204
2,19,1120422
2,20,1119985
2,21,1119134
2,22,1118375
2,23,1117524
2,24,1116489
2,25,1115385
2,26,1114511
2,27,1113683
2,28,1112878
2,29,1111912
2,30,1111245
2,31,1110394
2,32,1109612
2,33,1108830
2,34,1108117
2,35,1107335
2,36,1106599
2,37,1105955
2,38,1105265
2,39,1104529
2,40,1103862
2,41,1103149
2,42,1102505
2,43,1101976
2,44,1101263
2,45,1100596
2,46,1099791
2,47,1099055
2,48,1098457
2,49,1097767
2,50,1097031
2,51,1096272
2,52,1095559
2,53,1094938
2,54,1094294
2,55,1093719
2,56,1093121
2,57,1092454
2,58,1091902
2,59,1091258
2,60,1090614
2,61,1090016
2,62,1089395
2,63,1088889
2,64,1088245
2,65,1087739
2,66,1087164
2,67,1086520
2,68,1085991
2,69,1085462
2,70,1085025
2,71,1084450
2,72,1083714
2,73,1083162
2,74,1082633
2,75,1082104
2,76,1081621
2,77,1081069
2,78,1080586
2,79,1080103
2,80,1079574
2,81,1078999
2,82,1078539
2,83,1078033
2,84,1077481
2,85,1076975
2,86,1076538
2,87,1075963
2,88,1075503
2,89,1075020
2,90,1074445
2,91,1073985
2,92,1073525
2,93,1072973
2,94,1072582
2,95,1072007
2,96,1071547
2,97,1071087
2,98,1070719
2,99,1070213
2,100,1069822
1,1,1251545
1,2,1249820
1,3,1248371
1,4,1247083
1,5,1245818
1,6,1244622
1,7,1243449
1,8,1242391
1,9,1241379
1,10,1240252
1,11,1239125
1,12,1238090
1,13,1237216
1,14,1236204
1,15,1235422
1,16,1234525
1,17,1233743
1,18,1232892
1,19,1232087
1,20,1231259
1,21,1230592
1,22,1229810
1,23,1229097
1,24,1228315
1,25,1227602
1,26,1226866
1,27,1226176
1,28,1225532
1,29,1224865
1,30,1224152
1,31,1223439
1,32,1222795
1,33,1222243
1,34,1221530
1,35,1220932
1,36,1220265
1,37,1219713
1,38,1218931
1,39,1218310
1,40,1217735
1,41,1217114
1,42,1216539
1,43,1215987
1,44,1215366
1,45,1214768
1,46,1214216
1,47,1213687
1,48,1213181
1,49,1212652
1,50,1212146
1,51,1211617
1,52,1210996
1,53,1210513
1,54,1209938
1,55,1209248
1,56,1208834
1,57,1208259
1,58,1207730
1,59,1207247
1,60,1206718
1,61,1206143
1,62,1205706
1,63,1205131
1,64,1204694
1,65,1204372
1,66,1203912
1,67,1203406
1,68,1202923
1,69,1202417
1,70,1201911
1,71,1201336
1,72,1200738
1,73,1200301
1,74,1199795
1,75,1199220
1,76,1198760
1,77,1198277
1,78,1197725
1,79,1197311
1,80,1196713
1,81,1196161
1,82,1195724
1,83,1195218
1,84,1194712
1,85,1194321
1,86,1193838
1,87,1193286
1,88,1192895
1,89,1192297
1,90,1191791
1,91,1191377
1,92,1190917
1,93,1190319
1,94,1189928
1,95,1189445
1,96,1188962
1,97,1188456
1,98,1187996
1,99,1187582
1,100,1187168
