12,1445
12,1445
12,1444
12,1450
12,1453
12,1447
12,1453
12,1449
12,1445
12,1453
12,1453
12,1452
12,1453
12,1446
12,1452
12,1447
12,1452
12,1444
12,1451
12,1451
12,1453
12,1447
12,1453
12,1446
12,1452
12,1446
12,1452
12,1444
12,1452
12,1452
12,1445
12,1452
12,1452
12,1446
12,1451
12,1445
12,1445
12,1452
12,1447
12,1447
12,1453
12,1452
12,1445
12,1453
11,145590
11,146096
11,146211
11,146280
11,146326
11,146349
11,146372
11,146418
11,146441
11,146464
11,146487
11,146510
11,146533
11,146533
11,146556
11,146533
11,146556
11,146556
11,146579
10,32727
10,31403
10,31687
10,31733
10,31767
10,31786
10,31797
10,31812
10,31833
10,31876
10,31922
10,31974
10,32007
10,32041
10,32033
10,32033
10,32045
10,32055
10,32077
10,32091
10,32063
10,32044
10,32045
10,32013
10,32022
9,27968
9,27396
9,27379
9,27357
9,27330
9,27311
9,27279
9,27260
9,27222
9,27186
9,27165
9,27154
9,27130
9,27105
9,27097
9,27080
9,27061
9,27041
9,27018
9,26990
9,26972
9,26956
9,26941
9,26930
9,26911
9,26900
9,26870
9,26854
9,26835
9,26814
9,26794
9,26766
9,26764
9,26749
9,26735
9,26680
9,26659
9,26647
9,26651
9,26641
9,26620
8,26459
8,26289
8,25949
8,25838
8,25820
8,25813
8,25802
8,25790
8,25791
8,25783
8,25766
8,25761
8,25750
8,25744
8,25732
8,25725
8,25708
8,25699
8,25699
8,25703
8,25719
8,25732
8,25740
8,25746
8,25747
8,25744
8,25734
8,25734
8,25728
8,25717
8,25719
8,25707
8,25704
8,25703
8,25699
8,25692
8,25679
8,25673
8,25648
8,25649
8,25658
8,25657
7,26182
7,26175
7,26161
7,26143
7,26131
7,26113
7,26081
7,26056
7,26041
7,26030
7,26009
7,25982
7,25969
7,25945
7,25923
7,25912
7,25894
7,25906
7,25896
7,25871
7,25856
7,25828
7,25819
7,25791
7,25768
7,25743
7,25741
7,25722
7,25707
7,25690
7,25669
7,25653
7,25633
7,25612
7,25596
7,25575
7,25561
7,25549
7,25534
7,25517
7,25496
7,25477
7,25466
7,25444
7,25428
7,25405
7,25391
7,25376
7,25366
7,25354
7,25340
7,25326
7,25315
7,25303
7,25287
7,25269
7,25251
7,25238
7,25220
7,25199
7,25185
7,25176
7,25159
7,25150
7,25133
7,25118
7,25113
7,25097
7,25089
7,25074
7,25059
7,25046
7,25041
7,25020
7,25006
7,24985
7,24975
7,24954
7,24945
7,24932
7,24922
7,24911
7,24900
7,24886
7,24882
7,24873
7,24858
7,24845
7,24835
7,24825
7,24810
7,24801
7,24784
7,24773
7,24764
7,24751
7,24747
7,24746
7,24733
7,24731
7,24716
7,24714
7,24704
7,24700
7,24688
7,24683
7,24671
7,24661
7,24654
7,24634
7,24622
7,24625
7,24613
7,24603
7,24590
7,24584
7,24571
7,24560
7,24550
7,24535
7,24520
7,24510
7,24508
7,24499
7,24505
7,24486
7,24498
7,24494
7,24482
7,24465
7,24458
7,24465
7,24451
7,24443
7,24423
7,24417
7,24412
7,24401
6,28128
6,28054
6,27983
6,27907
6,27837
6,27776
6,27716
6,27658
6,27599
6,27543
6,27489
6,27434
6,27389
6,27343
6,27296
6,27259
6,27224
6,27199
6,27163
6,27135
6,27103
6,27077
6,27059
6,27040
6,27020
6,26994
6,26987
6,26972
6,26965
6,26959
6,26954
6,26949
6,26951
6,26949
6,26940
6,26938
6,26937
6,26939
6,26941
6,26969
6,26973
6,26988
6,27005
6,27021
6,27026
6,27031
6,27045
6,27054
6,27059
6,27064
6,27080
6,27088
6,27094
6,27112
6,27141
6,27155
6,27171
6,27188
6,27194
6,27198
6,27215
6,27232
6,27240
6,27254
6,27270
6,27268
6,27278
5,74037
5,71507
5,70932
5,70564
5,70311
5,70196
5,70150
5,70173
5,70265
5,70403
5,70564
5,70748
5,70909
5,71093
5,71277
5,71438
5,71599
5,71760
5,71921
5,72082
5,72220
5,72358
5,72496
5,72634
5,72772
5,72887
5,73002
5,73094
5,73209
5,73301
5,73416
5,73485
5,73577
5,73669
5,73761
5,73853
5,73922
5,73991
5,74152
5,74129
5,74198
5,74267
5,74313
5,74382
5,74451
5,74497
5,74543
5,74612
5,74681
5,74750
5,74796
5,74842
5,74888
4,280278
4,274091
4,272734
4,271515
4,270434
4,269445
4,268571
4,267789
4,267145
4,266547
4,266064
4,265535
4,265121
4,264730
4,264385
4,264063
4,263764
