4,263488
4,263235
4,263051
4,262844
4,262614
4,262453
4,262315
4,262154
4,261993
4,261878
4,261786
4,261671
4,261556
4,261510
4,261418
4,261372
4,261349
4,261303
4,261280
4,261280
4,261234
4,261234
4,261211
4,261211
4,261211
4,261303
3,825033
3,823055
3,821537
3,819950
3,818639
3,817351
3,816155
3,815120
3,814062
3,813096
3,812130
3,811072
3,810221
3,809462
3,808611
3,807668
3,806817
3,806012
3,805276
3,804494
3,803804
3,803183
3,802539
3,801872
3,801067
3,800561
3,799986
3,799526
3,799526
3,799296
3,798882
3,798169
3,797686
3,797111
3,796651
3,796214
3,795823
3,795409
3,794949
3,794443
3,794006
3,794466
3,794075
3,792235
3,791614
3,791131
3,790786
3,790464
3,790096
3,789728
3,789452
3,789061
3,788762
3,788348
3,788026
3,787704
3,787405
3,787083
3,786715
3,786324
3,786025
3,785818
3,785565
2,930557
2,925543
2,924439
2,923312
2,922185
2,921242
2,920230
2,919287
2,918298
2,917378
2,916550
2,915653
2,914802
2,914043
2,913307
2,912548
2,911789
2,911122
2,910501
2,909834
2,909144
2,908546
2,908040
2,907534
2,906959
2,906499
2,905993
2,905441
2,904797
2,904337
2,903877
2,903509
2,903072
2,902727
2,902336
2,901945
2,901439
2,901071
2,900703
2,900335
2,900013
2,899576
2,899254
1,1013909
1,1006549
1,1005376
1,1004318
1,1003329
1,1003053
1,1002110
1,1001213
1,1000293
1,999603
1,999005
1,998039
1,997372
1,996636
1,995946
1,995394
1,994681
1,994106
1,993416
1,992887
1,992381
1,991829
1,991231
1,990863
1,990403
1,990127
1,989575
1,989322
1,988931
1,988425
1,988149
1,987804
1,987459
1,987229
1,986930
1,986838
1,986608
1,986424
1,986102
1,985895
1,985964
1,985366
1,985067
1,983802
1,983411
