sample,reading,value
6,48,29153
6,49,29180
6,50,29198
6,51,29223
6,52,29246
6,53,29264
6,54,29283
6,55,29308
6,56,29330
6,57,29345
6,58,29372
6,59,29383
6,60,29396
6,61,29423
6,62,29452
6,63,29475
6,64,29501
6,65,29533
6,66,29554
6,67,29572
6,68,29576
6,69,29596
6,70,29611
6,71,29635
6,72,29657
6,73,29677
6,74,29713
6,75,29731
6,76,29754
6,77,29757
6,78,29778
6,79,29782
6,80,29798
6,81,29818
6,82,29842
6,83,29856
6,84,29876
6,85,29885
6,86,29893
6,87,29901
6,88,29908
6,89,29916
6,90,29930
6,91,29936
6,92,29945
6,93,29951
6,94,29965
6,95,29975
6,96,29980
6,97,30003
6,98,30017
6,99,30044
6,100,30057
5,1,97313
5,2,96462
5,3,95956
5,4,95588
5,5,95358
5,6,95174
5,7,95082
5,8,94990
5,9,94898
5,10,94852
5,11,94829
5,12,94806
5,13,94806
5,14,94806
5,15,94829
5,16,94806
5,17,94806
5,18,94852
5,19,94898
5,20,94921
5,21,94990
5,22,95036
5,23,95082
5,24,95151
5,25,95197
5,26,95243
5,27,95289
5,28,95358
5,29,95427
5,30,95473
5,31,95542
5,32,95611
5,33,95680
5,34,95749
5,35,95818
5,36,95864
5,37,95933
5,38,96025
5,39,96071
5,40,96117
5,41,96186
5,42,96232
5,43,96301
5,44,96370
5,45,96416
5,46,96485
5,47,96577
5,48,96600
5,49,96669
5,50,96715
5,51,96807
5,52,96830
5,53,96876
5,54,96922
5,55,96968
5,56,97037
5,57,97083
5,58,97129
5,59,97175
5,60,97221
5,61,97267
5,62,97313
5,63,97359
5,64,97382
5,65,97428
5,66,97474
5,67,97497
5,68,97543
5,69,97566
5,70,97612
5,71,97612
5,72,97658
5,73,97704
5,74,97727
5,75,97773
5,76,97773
5,77,97796
5,78,97842
5,79,97842
5,80,97888
5,81,97888
5,82,97911
5,83,97934
5,84,97934
5,85,97957
5,86,98003
5,87,97980
5,88,98049
5,89,98026
5,90,98026
5,91,98049
5,92,98049
5,93,98072
5,94,98072
5,95,98072
5,96,98095
5,97,98095
5,98,98095
5,99,98072
5,100,98095
4,1,314433
4,2,313237
4,3,312317
4,4,311443
4,5,310730
4,6,310109
4,7,309626
4,8,309258
4,9,308982
4,10,308591
4,11,308292
4,12,308085
4,13,307855
4,14,307694
4,15,307556
4,16,307464
4,17,307372
4,18,307280
4,19,307257
4,20,307211
4,21,307188
4,22,307165
4,23,307188
4,24,307211
4,25,307211
4,26,307257
4,27,307280
4,28,307280
4,29,307349
4,30,307372
4,31,307418
4,32,307487
4,33,307510
4,34,307556
4,35,307579
4,36,307648
4,37,307717
4,38,307740
4,39,307832
4,40,307878
4,41,307924
4,42,307970
4,43,308016
4,44,308085
4,45,308154
4,46,308200
4,47,308246
4,48,308269
4,49,308361
4,50,308430
4,51,308430
4,52,308476
4,53,308545
4,54,308545
4,55,308591
4,56,308591
4,57,308614
4,58,308430
4,59,308499
4,60,308499
4,61,308545
4,62,308568
4,63,308591
4,64,308637
4,65,308660
4,66,308706
4,67,308752
4,68,308729
4,69,308729
4,70,308775
4,71,308775
4,72,308844
4,73,308867
4,74,308844
4,75,308890
4,76,308890
4,77,308913
4,78,308867
4,79,308890
4,80,308890
4,81,308890
4,82,308867
4,83,308913
4,84,308890
4,85,308913
4,86,308867
4,87,308890
4,88,308890
4,89,308890
4,90,308844
4,91,308844
4,92,308821
4,93,308798
4,94,308752
4,95,308706
4,96,308752
4,97,308637
4,98,308614
4,99,308591
4,100,308545
3,1,889870
3,2,887800
3,3,886006
3,4,884373
3,5,883039
3,6,881751
3,7,880601
3,8,879520
3,9,878692
3,10,877910
3,11,877105
3,12,876415
3,13,875748
3,14,875265
3,15,874713
3,16,874230
3,17,873862
3,18,873494
3,19,873149
3,20,873103
3,21,872505
3,22,872206
3,23,872022
3,24,871838
3,25,871654
3,26,871493
3,27,871309
3,28,871194
3,29,871125
3,30,871010
3,31,870849
3,32,870826
3,33,870688
3,34,870550
3,35,870596
3,36,870688
3,37,870389
3,38,870366
3,39,870343
3,40,870251
3,41,870251
3,42,870228
3,43,870205
3,44,870136
3,45,870136
3,46,870044
3,47,869975
3,48,869929
3,49,869837
3,50,869768
3,51,869745
3,52,869653
3,53,869653
3,54,869515
3,55,869515
3,56,869952
3,57,869400
3,58,869331
3,59,869193
3,60,869239
3,61,869331
3,62,869055
3,63,868963
3,64,868963
3,65,869285
3,66,869469
3,67,869354
3,68,869216
3,69,869078
3,70,868986
3,71,868894
3,72,868871
3,73,868687
3,74,868549
3,75,868526
3,76,868342
3,77,868181
3,78,868112
3,79,868020
3,80,867882
3,81,867100
3,82,866939
3,83,866847
3,84,866732
3,85,866663
3,86,866594
3,87,866364
3,88,866272
3,89,866088
3,90,865881
3,91,866318
3,92,866203
3,93,866042
3,94,865812
3,95,865651
3,96,865444
3,97,865237
3,98,865122
3,99,865007
3,100,864846
2,1,1029434
2,2,1026812
2,3,1024190
2,4,1022534
2,5,1021108
2,6,1019636
2,7,1018095
2,8,1016140
2,9,1015128
2,10,1014254
2,11,1013610
2,12,1012874
2,13,1012299
2,14,1011747
2,15,1011241
2,16,1010827
2,17,1010436
2,18,1010758
2,19,1010942
2,20,1010689
2,21,1010436
2,22,1010206
2,23,1009999
2,24,1009884
2,25,1009723
2,26,1009677
2,27,1009516
2,28,1009332
2,29,1009355
2,30,1009240
2,31,1009240
2,32,1009148
2,33,1009148
2,34,1009056
2,35,1008964
2,36,1008826
2,37,1008826
2,38,1008780
2,39,1008757
2,40,1008711
2,41,1008665
2,42,1008619
2,43,1008642
2,44,1008550
2,45,1008527
2,46,1008573
2,47,1008435
2,48,1008504
2,49,1008596
2,50,1008550
2,51,1008550
2,52,1008504
2,53,1008458
2,54,1008550
2,55,1008573
2,56,1008481
2,57,1008550
2,58,1008573
2,59,1008642
2,60,1008619
2,61,1008642
2,62,1008688
2,63,1008642
2,64,1008711
2,65,1008757
2,66,1008826
2,67,1008872
2,68,1008849
2,69,1009056
2,70,1009217
2,71,1009194
2,72,1009401
2,73,1009079
2,74,1008872
2,75,1009102
2,76,1009217
2,77,1009056
2,78,1009056
2,79,1009079
2,80,1009010
2,81,1009217
2,82,1009125
2,83,1009079
2,84,1009171
2,85,1009033
2,86,1008941
2,87,1008826
2,88,1008711
2,89,1008688
2,90,1008895
2,91,1008688
2,92,1008642
2,93,1008573
2,94,1008481
2,95,1008366
2,96,1008297
2,97,1008389
2,98,1008366
2,99,1008320
2,100,1008274
1,1,1109175
1,2,1105564
1,3,1101838
1,4,1098641
1,5,1095996
1,6,1093627
1,7,1091856
1,8,1090131
1,9,1088383
1,10,1087716
1,11,1086704
1,12,1085807
1,13,1085025
1,14,1084473
1,15,1083829
1,16,1083277
1,17,1082840
1,18,1082380
1,19,1082012
1,20,1081897
1,21,1081713
1,22,1083346
1,23,1083070
1,24,1082840
1,25,1082633
1,26,1082403
1,27,1082380
1,28,1082150
1,29,1081989
1,30,1081805
1,31,1081644
1,32,1081713
1,33,1081621
1,34,1081644
1,35,1081713
1,36,1081897
1,37,1081966
1,38,1081966
1,39,1082104
1,40,1082219
1,41,1082403
1,42,1082518
1,43,1082656
1,44,1082748
1,45,1082840
1,46,1083024
1,47,1083093
1,48,1083323
1,49,1083346
1,50,1083599
1,51,1083806
1,52,1083921
1,53,1083990
1,54,1084174
1,55,1084243
1,56,1084266
1,57,1084266
1,58,1084450
1,59,1084473
1,60,1084680
1,61,1084956
1,62,1085209
1,63,1085393
1,64,1085554
1,65,1085715
1,66,1085945
1,67,1086014
1,68,1086244
1,69,1086474
1,70,1086750
1,71,1086957
1,72,1087072
1,73,1087279
1,74,1087348
1,75,1087509
1,76,1087716
1,77,1087854
1,78,1087877
1,79,1087831
1,80,1087877
1,81,1087808
1,82,1088015
1,83,1087992
1,84,1088084
1,85,1088084
1,86,1088130
1,87,1088199
1,88,1088291
1,89,1088291
1,90,1088406
1,91,1088383
1,92,1088360
1,93,1088337
1,94,1088291
1,95,1088429
1,96,1088544
1,97,1088521
1,98,1088590
1,99,1088521
1,100,1088567
